mapla.region.slug,date,confirmed.cases,population,case.rate.100k,days.since.100.cases,days.since.100.cases.per.100k
san-fernando-valley,2020-04-30,4122,1626168,253.47934530749592,34,15
san-fernando-valley,2020-05-01,4519,1626168,277.89256706564146,35,16
san-fernando-valley,2020-05-02,4650,1626168,285.9483153032159,36,17
san-fernando-valley,2020-05-03,4830,1626168,297.01728234721134,37,18
san-fernando-valley,2020-05-04,4940,1626168,303.78165109631965,38,19
san-fernando-valley,2020-05-05,5424,1626168,333.54487359239636,39,20
san-fernando-valley,2020-05-06,5565,1626168,342.21556444352615,40,21
san-fernando-valley,2020-05-07,5723,1626168,351.93165773769994,41,22
san-fernando-valley,2020-05-08,5838,1626168,359.00349779358595,42,23
san-fernando-valley,2020-05-09,6028,1626168,370.68740745113666,43,24
san-fernando-valley,2020-05-10,6085,1626168,374.1925803484019,44,25
san-fernando-valley,2020-05-11,6243,1626168,383.90867364257565,45,26
san-fernando-valley,2020-05-12,6419,1626168,394.73166364114894,46,27
san-fernando-valley,2020-05-13,6616,1626168,406.8460331281885,47,28
san-fernando-valley,2020-05-14,6823,1626168,419.5753452287832,48,29
san-fernando-valley,2020-05-15,6823,1626168,419.5753452287832,49,30
san-fernando-valley,2020-05-16,7213,1626168,443.5581071574401,50,31
san-fernando-valley,2020-05-17,7340,1626168,451.36787834959244,51,32
san-fernando-valley,2020-05-18,7452,1626168,458.2552356214118,52,33
san-gabriel-valley,2020-03-27,55,1491496,3.6875727457532568,-4,-32
san-gabriel-valley,2020-03-28,68,1491496,4.559180849294936,-3,-31
san-gabriel-valley,2020-03-29,88,1491496,5.900116393205212,-2,-30
san-gabriel-valley,2020-03-30,93,1491496,6.23535027918278,-1,-29
san-gabriel-valley,2020-03-31,115,1491496,7.710379377484083,0,-28
san-gabriel-valley,2020-04-01,151,1491496,10.124063356522578,1,-27
san-gabriel-valley,2020-04-02,177,1491496,11.867279563605937,2,-26
san-gabriel-valley,2020-04-03,200,1491496,13.409355439102752,3,-25
san-gabriel-valley,2020-04-04,248,1491496,16.627600744487413,4,-24
san-gabriel-valley,2020-04-05,298,1491496,19.9799396042631,5,-23
san-gabriel-valley,2020-04-06,348,1491496,23.33227846403879,6,-22
san-gabriel-valley,2020-04-07,382,1491496,25.61186888868626,7,-21
san-gabriel-valley,2020-04-08,397,1491496,26.617570546618964,8,-20
san-gabriel-valley,2020-04-09,397,1491496,26.617570546618964,9,-19
san-gabriel-valley,2020-04-10,493,1491496,33.05406115738829,10,-18
san-gabriel-valley,2020-04-11,543,1491496,36.406400017163975,11,-17
san-gabriel-valley,2020-04-12,565,1491496,37.88142911546528,12,-16
san-gabriel-valley,2020-04-13,587,1491496,39.35645821376658,13,-15
san-gabriel-valley,2020-04-14,635,1491496,42.57470351915124,14,-14
san-gabriel-valley,2020-04-15,671,1491496,44.98838749818974,15,-13
san-gabriel-valley,2020-04-16,701,1491496,46.99979081405515,16,-12
san-gabriel-valley,2020-04-17,754,1491496,50.553270005417374,17,-11
san-gabriel-valley,2020-04-18,799,1491496,53.5703749792155,18,-10
san-gabriel-valley,2020-04-19,826,1491496,55.38063796349437,19,-9
san-gabriel-valley,2020-04-20,895,1491496,60.00686558998483,20,-8
san-gabriel-valley,2020-04-21,1013,1491496,67.91838529905544,21,-7
san-gabriel-valley,2020-04-22,1145,1491496,76.76855988886327,22,-6
san-gabriel-valley,2020-04-23,1241,1491496,83.20505049963259,23,-5
san-gabriel-valley,2020-04-24,1316,1491496,88.23355878929611,24,-4
san-gabriel-valley,2020-04-25,1390,1491496,93.19502030176415,25,-3
san-gabriel-valley,2020-04-26,1422,1491496,95.34051717202057,26,-2
san-gabriel-valley,2020-04-27,1484,1491496,99.49741735814243,27,-1
san-gabriel-valley,2020-04-28,1546,1491496,103.65431754426429,28,0
san-gabriel-valley,2020-04-29,1635,1491496,109.62148071466501,29,1
san-gabriel-valley,2020-04-30,1635,1491496,109.62148071466501,30,2
san-gabriel-valley,2020-05-01,1751,1491496,117.3989068693446,31,3
san-gabriel-valley,2020-05-02,1808,1491496,121.2205731694889,32,4
san-gabriel-valley,2020-05-03,1866,1491496,125.1092862468287,33,5
san-gabriel-valley,2020-05-04,1908,1491496,127.92525088904027,34,6
san-gabriel-valley,2020-05-05,2023,1491496,135.63563026652434,35,7
san-gabriel-valley,2020-05-06,2100,1491496,140.7982321105789,36,8
san-gabriel-valley,2020-05-07,2206,1491496,147.90519049330337,37,9
san-gabriel-valley,2020-05-08,2270,1491496,152.19618423381624,38,10
san-gabriel-valley,2020-05-09,2372,1491496,159.03495550775867,39,11
san-gabriel-valley,2020-05-10,2418,1491496,162.11910725875228,40,12
san-gabriel-valley,2020-05-11,2497,1491496,167.41580265719787,41,13
san-gabriel-valley,2020-05-12,2621,1491496,175.7296030294416,42,14
san-gabriel-valley,2020-05-13,2778,1491496,186.25594704913723,43,15
san-gabriel-valley,2020-05-14,2859,1491496,191.68673600197386,44,16
san-gabriel-valley,2020-05-15,2859,1491496,191.68673600197386,45,17
san-gabriel-valley,2020-05-16,3023,1491496,202.6824074620381,46,18
san-gabriel-valley,2020-05-17,3070,1491496,205.83360599022728,47,19
san-gabriel-valley,2020-05-18,3098,1491496,207.71091575170166,48,20
santa-monica-mountains,2020-03-27,13,87038,14.93600496334934,-26,-24
santa-monica-mountains,2020-03-28,19,87038,21.829545715664423,-25,-23
santa-monica-mountains,2020-03-29,19,87038,21.829545715664423,-24,-22
santa-monica-mountains,2020-03-30,20,87038,22.978469174383605,-23,-21
santa-monica-mountains,2020-03-31,24,87038,27.574163009260324,-22,-20
santa-monica-mountains,2020-04-01,23,87038,26.425239550541143,-21,-19
santa-monica-mountains,2020-04-02,32,87038,36.765550679013764,-20,-18
santa-monica-mountains,2020-04-03,39,87038,44.80801489004803,-19,-17
santa-monica-mountains,2020-04-04,41,87038,47.105861807486384,-18,-16
santa-monica-mountains,2020-04-05,51,87038,58.59509639467819,-17,-15
santa-monica-mountains,2020-04-06,52,87038,59.74401985339736,-16,-14
santa-monica-mountains,2020-04-07,53,87038,60.89294331211655,-15,-13
santa-monica-mountains,2020-04-08,59,87038,67.78648406443162,-14,-12
santa-monica-mountains,2020-04-09,59,87038,67.78648406443162,-13,-11
santa-monica-mountains,2020-04-10,68,87038,78.12679519290425,-12,-10
santa-monica-mountains,2020-04-11,70,87038,80.42464211034262,-11,-9
santa-monica-mountains,2020-04-12,71,87038,81.57356556906178,-10,-8
santa-monica-mountains,2020-04-13,74,87038,85.02033594521933,-9,-7
santa-monica-mountains,2020-04-14,78,87038,89.61602978009606,-8,-6
santa-monica-mountains,2020-04-15,78,87038,89.61602978009606,-7,-5
santa-monica-mountains,2020-04-16,78,87038,89.61602978009606,-6,-4
santa-monica-mountains,2020-04-17,81,87038,93.06280015625359,-5,-3
santa-monica-mountains,2020-04-18,84,87038,96.50957053241113,-4,-2
santa-monica-mountains,2020-04-19,85,87038,97.6584939911303,-3,-1
santa-monica-mountains,2020-04-20,91,87038,104.55203474344539,-2,0
santa-monica-mountains,2020-04-21,98,87038,112.59449895447966,-1,1
santa-monica-mountains,2020-04-22,100,87038,114.89234587191801,0,2
santa-monica-mountains,2020-04-23,102,87038,117.19019278935637,1,3
santa-monica-mountains,2020-04-24,105,87038,120.6369631655139,2,4
santa-monica-mountains,2020-04-25,106,87038,121.7858866242331,3,5
santa-monica-mountains,2020-04-26,107,87038,122.93481008295228,4,6
santa-monica-mountains,2020-04-27,107,87038,122.93481008295228,5,7
santa-monica-mountains,2020-04-28,112,87038,128.67942737654818,6,8
santa-monica-mountains,2020-04-29,115,87038,132.1261977527057,7,9
santa-monica-mountains,2020-04-30,115,87038,132.1261977527057,8,10
santa-monica-mountains,2020-05-01,119,87038,136.72189158758243,9,11
santa-monica-mountains,2020-05-02,119,87038,136.72189158758243,10,12
santa-monica-mountains,2020-05-03,126,87038,144.7643557986167,11,13
santa-monica-mountains,2020-05-04,127,87038,145.9132792573359,12,14
santa-monica-mountains,2020-05-05,130,87038,149.36004963349342,13,15
santa-monica-mountains,2020-05-06,133,87038,152.80682000965095,14,16
santa-monica-mountains,2020-05-07,134,87038,153.95574346837014,15,17
santa-monica-mountains,2020-05-08,134,87038,153.95574346837014,16,18
santa-monica-mountains,2020-05-09,136,87038,156.2535903858085,17,19
santa-monica-mountains,2020-05-10,136,87038,156.2535903858085,18,20
santa-monica-mountains,2020-05-11,136,87038,156.2535903858085,19,21
santa-monica-mountains,2020-05-12,139,87038,159.70036076196604,20,22
santa-monica-mountains,2020-05-13,139,87038,159.70036076196604,21,23
santa-monica-mountains,2020-05-14,142,87038,163.14713113812357,22,24
santa-monica-mountains,2020-05-15,142,87038,163.14713113812357,23,25
santa-monica-mountains,2020-05-16,144,87038,165.44497805556193,24,26
santa-monica-mountains,2020-05-17,146,87038,167.7428249730003,25,27
santa-monica-mountains,2020-05-18,146,87038,167.7428249730003,26,28
south-bay,2020-03-27,119,775751,15.339973780246495,0,-18
south-bay,2020-03-28,147,775751,18.949379375598614,1,-17
south-bay,2020-03-29,181,775751,23.33222902709761,2,-16
south-bay,2020-03-30,213,775751,27.45726399321432,3,-15
south-bay,2020-03-31,261,775751,33.64481644238938,4,-14
south-bay,2020-04-01,303,775751,39.05892483541755,5,-13
south-bay,2020-04-02,346,775751,44.60194057113687,6,-12
south-bay,2020-04-03,402,775751,51.8207517618411,7,-11
south-bay,2020-04-04,440,775751,56.719230784104695,8,-10
south-bay,2020-04-05,478,775751,61.61770980636828,9,-9
south-bay,2020-04-06,523,775751,67.4185402274699,10,-8
south-bay,2020-04-07,566,775751,72.96155596318923,11,-7
south-bay,2020-04-08,609,775751,78.50457169890855,12,-6
south-bay,2020-04-09,609,775751,78.50457169890855,13,-5
south-bay,2020-04-10,681,775751,87.78590037267112,14,-4
south-bay,2020-04-11,727,775751,93.7156381364639,15,-3
south-bay,2020-04-12,755,775751,97.32504373181601,16,-2
south-bay,2020-04-13,774,775751,99.7742832429478,17,-1
south-bay,2020-04-14,812,775751,104.67276226521138,18,0
south-bay,2020-04-15,838,775751,108.02435317518122,19,1
south-bay,2020-04-16,859,775751,110.7314073716953,20,2
south-bay,2020-04-17,897,775751,115.6298863939589,21,3
south-bay,2020-04-18,933,775751,120.27055073084017,22,4
south-bay,2020-04-19,952,775751,122.71979024197196,23,5
south-bay,2020-04-20,1022,775751,131.74330423035227,24,6
south-bay,2020-04-21,1144,775751,147.47000003867223,25,7
south-bay,2020-04-22,1182,775751,152.36847906093578,26,8
south-bay,2020-04-23,1228,775751,158.29821682472857,27,9
south-bay,2020-04-24,1263,775751,162.80997381891868,28,10
south-bay,2020-04-25,1297,775751,167.1928234704177,29,11
south-bay,2020-04-26,1308,775751,168.61080424002031,30,12
south-bay,2020-04-27,1355,775751,174.66944934650422,31,13
south-bay,2020-04-28,1375,775751,177.24759620032717,32,14
south-bay,2020-04-29,1456,775751,187.68909095831006,33,15
south-bay,2020-04-30,1456,775751,187.68909095831006,34,16
south-bay,2020-05-01,1528,775751,196.97041963207266,35,17
south-bay,2020-05-02,1554,775751,200.3220105420425,36,18
south-bay,2020-05-03,1590,775751,204.9626748789238,37,19
south-bay,2020-05-04,1608,775751,207.2830070473644,38,20
south-bay,2020-05-05,1693,775751,218.2401311761119,39,21
south-bay,2020-05-06,1752,775751,225.84566439488958,40,22
south-bay,2020-05-07,1786,775751,230.2285140463886,41,23
south-bay,2020-05-08,1801,775751,232.1621241867558,42,24
south-bay,2020-05-09,1839,775751,237.06060320901938,43,25
south-bay,2020-05-10,1848,775751,238.22076929323973,44,26
south-bay,2020-05-11,1859,775751,239.63875006284232,45,27
south-bay,2020-05-12,1897,775751,244.53722908510593,46,28
south-bay,2020-05-13,1943,775751,250.4669668488987,47,29
south-bay,2020-05-14,1972,775751,254.20527978694193,48,30
south-bay,2020-05-15,1972,775751,254.20527978694193,49,31
south-bay,2020-05-16,2035,775751,262.3264423764842,50,32
south-bay,2020-05-17,2060,775751,265.5491259437629,51,33
south-bay,2020-05-18,2083,775751,268.51399482565927,52,34
south-la,2020-03-27,49,843049,5.81223629943218,-4,-18
south-la,2020-03-28,68,843049,8.06596057880384,-3,-17
south-la,2020-03-29,79,843049,9.370748319492698,-2,-16
south-la,2020-03-30,91,843049,10.794153127516905,-1,-15
south-la,2020-03-31,147,843049,17.43670889829654,0,-14
south-la,2020-04-01,221,843049,26.214371881112488,1,-13
south-la,2020-04-02,271,843049,32.14522524788001,2,-12
south-la,2020-04-03,314,843049,37.24575914330009,3,-11
south-la,2020-04-04,376,843049,44.60001731809184,4,-10
south-la,2020-04-05,438,843049,51.95427549288357,5,-9
south-la,2020-04-06,476,843049,56.46172405162689,6,-8
south-la,2020-04-07,537,843049,63.69736515908328,7,-7
south-la,2020-04-08,596,843049,70.69577213186896,8,-6
south-la,2020-04-09,596,843049,70.69577213186896,9,-5
south-la,2020-04-10,687,843049,81.48992525938587,10,-4
south-la,2020-04-11,735,843049,87.1835444914827,11,-3
south-la,2020-04-12,749,843049,88.84418343417761,12,-2
south-la,2020-04-13,779,843049,92.40269545423813,13,-1
south-la,2020-04-14,846,843049,100.35003896570662,14,0
south-la,2020-04-15,897,843049,106.3995093998095,15,1
south-la,2020-04-16,923,843049,109.4835531505286,16,2
south-la,2020-04-17,987,843049,117.07504545999106,17,3
south-la,2020-04-18,1053,843049,124.90377190412421,18,4
south-la,2020-04-19,1084,843049,128.58090099152005,19,5
south-la,2020-04-20,1245,843049,147.6782488325115,20,6
south-la,2020-04-21,1418,843049,168.19900148152718,21,7
south-la,2020-04-22,1574,843049,186.70326398584186,22,8
south-la,2020-04-23,1710,843049,202.83518514344956,23,9
south-la,2020-04-24,1850,843049,219.44157457039864,24,10
south-la,2020-04-25,1912,843049,226.79583274519038,25,11
south-la,2020-04-26,1966,843049,233.20115438129932,26,12
south-la,2020-04-27,2084,843049,247.1979683268707,27,13
south-la,2020-04-28,2170,843049,257.3990361177108,28,14
south-la,2020-04-29,2307,843049,273.64957434265386,29,15
south-la,2020-04-30,2307,843049,273.64957434265386,30,16
south-la,2020-05-01,2518,843049,298.67777555041283,31,17
south-la,2020-05-02,2596,843049,307.9299068025702,32,18
south-la,2020-05-03,2680,843049,317.8937404587396,33,19
south-la,2020-05-04,2717,843049,322.2825719501476,34,20
south-la,2020-05-05,2958,843049,350.8692851779671,35,21
south-la,2020-05-06,3083,843049,365.696418594886,36,22
south-la,2020-05-07,3184,843049,377.6767423957563,37,23
south-la,2020-05-08,3241,843049,384.43791523387137,38,24
south-la,2020-05-09,3355,843049,397.96026091010134,39,25
south-la,2020-05-10,3404,843049,403.7724972095335,40,26
south-la,2020-05-11,3473,843049,411.95707485567266,41,27
south-la,2020-05-12,3598,843049,426.78420827259157,42,28
south-la,2020-05-13,3754,843049,445.2884707769062,43,29
south-la,2020-05-14,3847,843049,456.31985803909384,44,30
south-la,2020-05-15,3847,843049,456.31985803909384,45,31
south-la,2020-05-16,4117,843049,488.3464662196385,46,32
south-la,2020-05-17,4233,843049,502.1060460305392,47,33
south-la,2020-05-18,4318,843049,512.188496754044,48,34
southeast,2020-03-27,74,1219178,6.069663330539101,-1,-22
southeast,2020-03-28,110,1219178,9.022472518368934,0,-21
southeast,2020-03-29,126,1219178,10.334832157404415,1,-20
southeast,2020-03-30,156,1219178,12.795506480595941,2,-19
southeast,2020-03-31,201,1219178,16.486517965383232,3,-18
southeast,2020-04-01,248,1219178,20.34157440504996,4,-17
southeast,2020-04-02,290,1219178,23.7865184575181,5,-16
southeast,2020-04-03,325,1219178,26.657305167908213,6,-15
southeast,2020-04-04,398,1219178,32.6449460210076,7,-14
southeast,2020-04-05,502,1219178,41.175283674738225,8,-13
southeast,2020-04-06,546,1219178,44.7842726820858,9,-12
southeast,2020-04-07,615,1219178,50.443823625426305,10,-11
southeast,2020-04-08,675,1219178,55.365172271809364,11,-10
southeast,2020-04-09,675,1219178,55.365172271809364,12,-9
southeast,2020-04-10,811,1219178,66.52022920361095,13,-8
southeast,2020-04-11,873,1219178,71.60562280487345,14,-7
southeast,2020-04-12,891,1219178,73.08202739878837,15,-6
southeast,2020-04-13,918,1219178,75.29663428966073,16,-5
southeast,2020-04-14,992,1219178,81.36629762019984,17,-4
southeast,2020-04-15,1046,1219178,85.7955114019446,18,-3
southeast,2020-04-16,1112,1219178,91.20899491296595,19,-2
southeast,2020-04-17,1182,1219178,96.95056833374618,20,-1
southeast,2020-04-18,1253,1219178,102.77416423196613,21,0
southeast,2020-04-19,1294,1219178,106.13708580699455,22,1
southeast,2020-04-20,1467,1219178,120.32697440406568,23,2
southeast,2020-04-21,1634,1219178,134.02472813649854,24,3
southeast,2020-04-22,1767,1219178,144.93371763598094,25,4
southeast,2020-04-23,1889,1219178,154.94045988362652,26,5
southeast,2020-04-24,1983,1219178,162.65057276295997,27,6
southeast,2020-04-25,2049,1219178,168.06405627398132,28,7
southeast,2020-04-26,2093,1219178,171.67304528132888,29,8
southeast,2020-04-27,2155,1219178,176.7584388825914,30,9
southeast,2020-04-28,2221,1219178,182.17192239361276,31,10
southeast,2020-04-29,2326,1219178,190.7842825247831,32,11
southeast,2020-04-30,2326,1219178,190.7842825247831,33,12
southeast,2020-05-01,2560,1219178,209.977542245677,34,13
southeast,2020-05-02,2638,1219178,216.37529548597496,35,14
southeast,2020-05-03,2683,1219178,220.06630697076227,36,15
southeast,2020-05-04,2732,1219178,224.08540836530844,37,16
southeast,2020-05-05,2912,1219178,238.8494543044576,38,17
southeast,2020-05-06,3011,1219178,246.96967957098963,39,18
southeast,2020-05-07,3090,1219178,253.44945528872734,40,19
southeast,2020-05-08,3211,1219178,263.37417505893313,41,20
southeast,2020-05-09,3298,1219178,270.51013059618856,42,21
southeast,2020-05-10,3348,1219178,274.6112544681745,43,22
southeast,2020-05-11,3395,1219178,278.4663109078412,44,23
southeast,2020-05-12,3532,1219178,289.7033903170825,45,24
southeast,2020-05-13,3754,1219178,307.9123803086998,46,25
southeast,2020-05-14,3855,1219178,316.19665053011124,47,26
southeast,2020-05-15,3855,1219178,316.19665053011124,48,27
southeast,2020-05-16,4151,1219178,340.4753038522677,49,28
southeast,2020-05-17,4234,1219178,347.28316947976424,50,29
southeast,2020-05-18,4340,1219178,355.9775520883743,51,30
verdugos,2020-03-27,55,462921,11.881076900810289,-3,-17
verdugos,2020-03-28,65,462921,14.041272700957615,-2,-16
verdugos,2020-03-29,76,462921,16.41748808111967,-1,-15
verdugos,2020-03-30,109,462921,23.546134221605847,0,-14
verdugos,2020-03-31,126,462921,27.2184670818563,1,-13
verdugos,2020-04-01,146,462921,31.538858682150952,2,-12
verdugos,2020-04-02,165,462921,35.64323070243087,3,-11
verdugos,2020-04-03,188,462921,40.61168104276972,4,-10
verdugos,2020-04-04,213,462921,46.01217054313803,5,-9
verdugos,2020-04-05,241,462921,52.060718783550534,6,-8
verdugos,2020-04-06,272,462921,58.75732576400725,7,-7
verdugos,2020-04-07,289,462921,62.429658624257705,8,-6
verdugos,2020-04-08,316,462921,68.26218728465548,9,-5
verdugos,2020-04-09,330,462921,71.28646140486174,10,-4
verdugos,2020-04-10,411,462921,88.78404738605508,11,-3
verdugos,2020-04-11,432,462921,93.32045856636445,12,-2
verdugos,2020-04-12,447,462921,96.56075226658544,13,-1
verdugos,2020-04-13,503,462921,108.65784874741047,14,0
verdugos,2020-04-14,539,462921,116.43455362794083,15,1
verdugos,2020-04-15,556,462921,120.10688648819128,16,2
verdugos,2020-04-16,567,462921,122.48310186835334,17,3
verdugos,2020-04-17,627,462921,135.4442766692373,18,4
verdugos,2020-04-18,647,462921,139.76466826953197,19,5
verdugos,2020-04-19,654,462921,141.2768053296351,20,6
verdugos,2020-04-20,673,462921,145.381177349915,21,7
verdugos,2020-04-21,750,462921,162.0146850110494,22,8
verdugos,2020-04-22,796,462921,171.95158569172708,23,9
verdugos,2020-04-23,836,462921,180.59236889231641,24,10
verdugos,2020-04-24,922,462921,199.17005277358342,25,11
verdugos,2020-04-25,932,462921,201.33024857373073,26,12
verdugos,2020-04-26,974,462921,210.40307093434947,27,13
verdugos,2020-04-27,1024,462921,221.20404993508612,28,14
verdugos,2020-04-28,1046,462921,225.95648069541025,29,15
verdugos,2020-04-29,1108,462921,239.34969465632363,30,16
verdugos,2020-04-30,1098,462921,237.1894988561763,31,17
verdugos,2020-05-01,1187,462921,256.41524147748754,32,18
verdugos,2020-05-02,1216,462921,262.67980929791474,33,19
verdugos,2020-05-03,1226,462921,264.8400050980621,34,20
verdugos,2020-05-04,1284,462921,277.3691407389166,35,21
verdugos,2020-05-05,1346,462921,290.76235469983,36,22
verdugos,2020-05-06,1390,462921,300.26721622047825,37,23
verdugos,2020-05-07,1418,462921,306.31576446089076,38,24
verdugos,2020-05-08,1445,462921,312.14829312128853,39,25
verdugos,2020-05-09,1502,462921,324.46140918212825,40,26
verdugos,2020-05-10,1524,462921,329.2138399424524,41,27
verdugos,2020-05-11,1541,462921,332.88617280270284,42,28
verdugos,2020-05-12,1625,462921,351.0318175239404,43,29
verdugos,2020-05-13,1670,462921,360.75269862460334,44,30
verdugos,2020-05-14,1691,462921,365.2891098049127,45,31
verdugos,2020-05-15,1746,462921,377.170186705723,46,32
verdugos,2020-05-16,1809,462921,390.77942024665117,47,33
verdugos,2020-05-17,1842,462921,397.9080663871373,48,34
verdugos,2020-05-18,1845,462921,398.55612512718153,49,35
westside,2020-03-27,206,575038,35.82371947593029,0,-10
westside,2020-03-28,241,575038,41.91027375582135,1,-9
westside,2020-03-29,282,575038,49.04023734083661,2,-8
westside,2020-03-30,323,575038,56.17020092585186,3,-7
westside,2020-03-31,370,575038,64.34357381599129,4,-6
westside,2020-04-01,411,575038,71.47353740100654,5,-5
westside,2020-04-02,441,575038,76.69058392662745,6,-4
westside,2020-04-03,497,575038,86.42907077445317,7,-3
westside,2020-04-04,538,575038,93.55903435946843,8,-2
westside,2020-04-05,560,575038,97.38486847825709,9,-1
westside,2020-04-06,587,575038,102.08021035131591,10,0
westside,2020-04-07,621,575038,107.99286308035296,11,1
westside,2020-04-08,641,575038,111.47089409743356,12,2
westside,2020-04-09,641,575038,111.47089409743356,13,3
westside,2020-04-10,683,575038,118.77475923330285,14,4
westside,2020-04-11,704,575038,122.42669180123748,15,5
westside,2020-04-12,710,575038,123.47010110636168,16,6
westside,2020-04-13,718,575038,124.8613135131939,17,7
westside,2020-04-14,730,575038,126.94813212344228,18,8
westside,2020-04-15,743,575038,129.20885228454466,19,9
westside,2020-04-16,756,575038,131.4695724456471,20,10
westside,2020-04-17,768,575038,133.55639105589543,21,11
westside,2020-04-18,787,575038,136.86052052212202,22,12
westside,2020-04-19,799,575038,138.9473391323704,23,13
westside,2020-04-20,869,575038,151.1204476921525,24,14
westside,2020-04-21,914,575038,158.9460174805839,25,15
westside,2020-04-22,935,575038,162.59795004851853,26,16
westside,2020-04-23,960,575038,166.9454888198693,27,17
westside,2020-04-24,976,575038,169.72791363353377,28,18
westside,2020-04-25,1010,575038,175.6405663625708,29,19
westside,2020-04-26,1021,575038,177.55348342196515,30,20
westside,2020-04-27,1031,575038,179.29249893050545,31,21
westside,2020-04-28,1045,575038,181.72712064246187,32,22
westside,2020-04-29,1062,575038,184.6834470069804,33,23
westside,2020-04-30,1062,575038,184.6834470069804,34,24
westside,2020-05-01,1121,575038,194.9436385073682,35,25
westside,2020-05-02,1152,575038,200.33458658384313,36,26
westside,2020-05-03,1165,575038,202.59530674494553,37,27
westside,2020-05-04,1187,575038,206.42114086373422,38,28
westside,2020-05-05,1220,575038,212.15989204191723,39,29
westside,2020-05-06,1241,575038,215.8118246098519,40,30
westside,2020-05-07,1261,575038,219.28985562693248,41,31
westside,2020-05-08,1275,575038,221.7244773388889,42,32
westside,2020-05-09,1291,575038,224.5069021525534,43,33
westside,2020-05-10,1316,575038,228.85444092390415,44,34
westside,2020-05-11,1330,575038,231.28906263586057,45,35
westside,2020-05-12,1339,575038,232.85417659354687,46,36
westside,2020-05-13,1365,575038,237.37561691575164,47,37
westside,2020-05-14,1380,575038,239.98414017856211,48,38
westside,2020-05-15,1380,575038,239.98414017856211,49,39
westside,2020-05-16,1418,575038,246.59239911101528,50,40
westside,2020-05-17,1434,575038,249.3748239246798,51,41
westside,2020-05-18,1437,575038,249.89652857724184,52,42
